회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
엠지메드,180400,기타 과학기술 서비스업,BAC DNA CHIP,11/20/2015,12월,이병화,http://www.mgmed.co.kr,서울특별시
엠플러스,259630,특수 목적용 기계 제조업,이차전지 자동화 조립설비,9/20/2017,12월,김종성,http://www.mplusi.co.kr,충청북도
연이정보통신,090740,전자부품 제조업,"LCD,PDP및단말기용PBA",9/19/2007,12월,이종전,http://www.younyi.co.kr,충청남도
영우디에스피,143540,특수 목적용 기계 제조업,OLED/LCD 디스플레이 검사장비,10/29/2014,12월,박금성,http://www.ywdsp.com,충청남도
영인프런티어,036180,기계장비 및 관련 물품 도매업,"무선통신,방송및응용장치제조업",12/21/1999,12월,안여환,http://www.younginfrontier.com,서울특별시
예스24,053280,무점포 소매업,"도서,음반/DVD,화장품",5/7/2008,12월,"김기호, 김석환",,서울특별시
와이디온라인,052770,소프트웨어 개발 및 공급업,e-Business Solution & Service,8/22/2002,12월,신상철,http://www.ydonline.co.kr,서울특별시
와이아이케이,232140,특수 목적용 기계 제조업,메모리 웨이퍼 테스터,12/24/2015,12월,최명배,http://yikcorp.com,경기도
와이엠티,251370,기초 화학물질 제조업,"PCB, 반도체 및 디스플레이 제조용 화학소재 등",4/27/2017,12월,전성욱,http://www.ymtechnology.com,인천광역시
우리이티아이,082850,전구 및 조명장치 제조업,"LCD광원부품(CCFL,EEFL)",7/29/2005,12월,"윤철주, 이영득",http://www.wooreeeti.co.kr,경기도
우성아이비,194610,그외 기타 제품 제조업,경기 레저용 물놀이 기구,6/10/2014,12월,이희재,http://zebec.co.kr,인천광역시
원풍,008370,플라스틱제품 제조업,플라스틱 필름,12/18/1992,12월,윤 기 로,http://www.wonpoong.co.kr,서울특별시
웹젠,069080,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)',5/23/2003,12월,김태영,http://company.webzen.com,경기도
유니온커뮤니티,203450,통신 및 방송 장비 제조업,지문인식출입통제기,12/7/2016,12월,신요식,http://www.unioncomm.co.kr,서울특별시
유니테스트,086390,특수 목적용 기계 제조업,"반도체메모리주검사장비생산(메모리컴포넌트테스터,메모리모듈테스트)",12/5/2006,12월,김종현,http://www.uni-test.com,경기도
유비쿼스,264450,통신 및 방송 장비 제조업,"스위치, FTTH",3/31/2017,12월,최용호,http://www.ubiquoss.com,경기도
유신,054930,"건축기술, 엔지니어링 및 관련 기술 서비스업",토목설계 및 감리,1/15/2002,12월,성낙일,http://www.yooshin.co.kr,서울특별시
유진에이씨피씨스팩2호,215090,금융 지원 서비스업,기업인수합병,4/28/2015,12월,변해봉,,서울특별시
유진테크,084370,특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD,1/17/2006,12월,엄평용,http://www.eugenetech.co.kr,경기도
유티아이,179900,전자부품 제조업,카메라 윈도우,9/27/2017,12월,박덕영,http://www.utikorea.com,충청남도
이건홀딩스,039020,기타 금융업,창호,5/4/2000,12월,안기명,http://www.eagon.com,인천광역시
이디,033110,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",전자계측기,8/18/1997,12월,"이호풍,박용후(각자 대표이사)",http://www.ed.co.kr,경기도
이스트아시아홀딩스,900110,기타 금융업,"스포츠화, 스포츠의류",4/23/2010,12월,"정강위, 정소영",http://www.qiuzhi.com,홍콩
이씨에스,067010,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컨택센터용교환시스템,업무용교환시스템",12/18/2007,03월,현해남,,서울특별시
이엠텍,091120,전자부품 제조업,"마이크로스피커,리시버",5/2/2007,12월,정승규,http://www.em-tech.co.kr,부산광역시
인바디,041830,의료용 기기 제조업,정밀 체성분 분석기,12/14/2000,12월,차기철,http://www.inbody.com,서울특별시
인베니아,079950,특수 목적용 기계 제조업,"Dry Etcher, 진공합착기, LCD Panel 검사장비, OLED용 진공합착기, MOCVD",2/4/2005,12월,신동찬,http://www.ligadp.com,경기도
인탑스,049070,통신 및 방송 장비 제조업,휴대전화기용부품,2/21/2002,12월,"김근하, 정사진(각자대표)",http://WWW.INTOPS.CO.KR,경기도
인터불스,158310,특수 목적용 기계 제조업,"FPCB 공정 자동화 장비(가이드홀펀처, 비젼프레스, 커버레이가접기 등)",4/3/2013,12월,김정상,http://www.sehorobo.com,경기도
인터엠,017250,영상 및 음향기기 제조업,음향기기,1/3/1996,09월,조순구,http://www.inter-m.co.kr,경기도
인피니트헬스케어,071200,소프트웨어 개발 및 공급업,의료영상저장전송시스템(PACS),5/26/2010,12월,"홍기태,김동욱",http://infinitt.com,서울특별시
잉글우드랩,950140,기타 금융업,기초화장품(화장품 제조),10/14/2016,12월,David C. Chung,http://www.englewoodlab.com,미국
재영솔루텍,049630,사진장비 및 광학기기 제조업,플라스틱 사출금형,1/24/2003,12월,김학권,http://www.jysolutec.com,인천광역시
제낙스,065620,1차 철강 제조업,"2차전지,금속섬유,스테인레스 와이어",6/27/2002,12월,신이현,http://jenaxinc.com,부산광역시
제룡산업,147830,"구조용 금속제품, 탱크 및 증기발생기 제조업",송배전 금구류 및 합성수지 제품,2/13/2012,12월,박종태,http://www.cheryong.co.kr,서울특별시
제우스,079370,특수 목적용 기계 제조업,LCD제조용장비,2/1/2006,12월,이종우,http://www.globalzeus.com,경기도
제이에스티나,026040,귀금속 및 장신용품 제조업,"주얼리,가죽제품,손목시계",12/21/1999,12월,김기석,http://www.romanson.co.kr,서울특별시
진바이오텍,086060,동물용 사료 및 조제식품 제조업,"펩소이젠(식물성단백질),바이오스타치(가공전분),나투포멘(친환경생균제),락토케어(항생제대체형미생물제제)등",4/28/2006,12월,이찬호,http://www.genebiotech.co.kr,충청남도
창해에탄올,004650,알코올음료 제조업,"주정(발효주정, 정제주정) 등",7/30/2014,12월,"임성우, 서상국",http://www.chethanol.com,전라북도
카스,016920,기계장비 및 관련 물품 도매업,"전자저울,로드셀",1/4/1990,12월,김태인,http://www.cas.co.kr,경기도
케이맥,043290,특수 목적용 기계 제조업,"FPD, 반도체 공정용 검사장비 및 바이오/의료진단기기, Lab용 분석기기",10/25/2011,12월,이재원,,대전광역시
케이비제10호스팩,250930,금융 지원 서비스업,기업인수합병,9/29/2016,12월,정회동,,서울특별시
케이씨에스,115500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터시스템 통합 구축 및 철도 도로 교통인프라,4/14/2010,12월,이규현,,경상북도
케이엔더블유,105330,플라스틱제품 제조업,"Blanket, DOF, 보호필름",9/29/2009,12월,오원석,http://www.knwkorea.com,경기도
케이피에스,256940,특수 목적용 기계 제조업,OLED 마스크 인장기,9/6/2017,12월,김정호,http://www.kpscorp.co.kr,경기도
케이피티,054410,기타 금속 가공제품 제조업,"Vacuum Treatment, Plasma Surface Treatment",4/25/2002,12월,임 훈,http://www.kpt4u.com,경기도
코렌텍,104540,의료용 기기 제조업,"인공고관절, 인공슬관절 등",3/5/2013,12월,"선두훈, 홍성택",http://www.corentec.com,충청남도
코스메카코리아,241710,기타 화학제품 제조업,"화장품 OEM, ODM",10/28/2016,12월,"조임래, 박은희 (공동대표)",http://www.cosmecca.com,충청북도
코스온,069110,기타 화학제품 제조업,화장품,10/14/2003,12월,이동건,http://coson.co.kr,서울특별시
코콤,015710,통신 및 방송 장비 제조업,비디오도어폰,9/30/1997,12월,고성욱,http://www.kocom.com,서울특별시
큐에스아이,066310,반도체 제조업,레이저다이오드(LaserDiode),11/24/2006,12월,이청대,http://www.qsilaser.com,충청남도
크레아플래닛,058530,특수 목적용 기계 제조업,"PCB생산 장비 제조(로더, 언로더, 레이업시스템 등)",2/5/2002,12월,윤강혁,http://www.equisnzaroo.com,경기도
클리오,237880,기타 화학제품 제조업,"색조화장품, 기초화장품",11/9/2016,12월,한현옥,http://www.clio.co.kr,서울특별시
토박스코리아,215480,"섬유, 의복, 신발 및 가죽제품 소매업",미니멜리사 등,5/13/2015,12월,이선근,http://www.toebox.co.kr,서울특별시
트레이스,052290,전자부품 제조업,미들웨어(엔테라),5/31/2001,12월,이광구,http://www.trais.co.kr,경기도
티슈진,950160,기초 의약물질 및 생물학적 제제 제조업,골관절염 치료제,11/6/2017,12월,"이우석, 이범섭",http://tissuegene.com,미국
티씨케이,064760,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품,8/18/2003,12월,"쯔지 마사후미, 박영순 (각자대표)",http://www.tck.co.kr,경기도
티케이케미칼,104480,화학섬유 제조업,"수지, 폴리에스터, 스판덱스",4/26/2011,12월,김해규,http://www.tkchemi.co.kr,대구광역시
파수닷컴,150900,소프트웨어 개발 및 공급업,기업용 문서보안 솔루션,10/18/2013,12월,조규곤,http://www.fasoo.com,서울특별시
파워로직스,047310,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",휴대폰 배터리 등 2차전지용 보호회로,7/25/2003,12월,김원남,http://www.powerlogics.co.kr,충청북도
파인디앤씨,049120,전자부품 제조업,Lamp Reflector,7/26/2001,12월,홍성천,http://www.finednc.co.kr,충청남도
파크시스템스,140860,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",연구용 및 산업용 원자현미경,12/17/2015,12월,박상일,http://www.parkafm.co.kr,경기도
포스코켐텍,003670,"시멘트, 석회, 플라스터 및 그 제품 제조업","염기성내화물, 협력작업수입",11/1/2001,12월,이영훈,http://www.posrec.co.kr,경상북도
퓨쳐스트림네트웍스,214270,소프트웨어 개발 및 공급업,기업인수합병,3/25/2015,12월,신창균,,서울특별시
프로텍,053610,특수 목적용 기계 제조업,"Dispenser, Tray Feeder, 공압실린더",8/17/2001,12월,최승환,http://www.protec21.co.kr,경기도
피씨디렉트,051380,기계장비 및 관련 물품 도매업,"스토리지(HDD), 프로세서(CPU), Memory, Monitor등",2/15/2002,12월,서대식,http://www.pcdirect.co.kr,서울특별시
한국코퍼레이션,050540,기타 사업지원 서비스업,"CRM서비스,CRM솔루션",12/12/2005,12월,"김현겸,김용빈(각자 대표이사)",http://www.mpc.co.kr,서울특별시
한솔신텍,099660,"구조용 금속제품, 탱크 및 증기발생기 제조업",산업용 보일러,4/30/2009,12월,최두회,http://www.seentec.com,경상남도
한스바이오메드,042520,의료용품 및 기타 의약 관련제품 제조업,"인체이식용조직(인조피부,인조뼈),의료용시술재료(가슴보형물)",10/9/2009,09월,황호찬,http://hansbiomed.com,서울특별시
한일화학,007770,기초 화학물질 제조업,산화아연,9/7/1992,12월,대표이사 사장 윤성진,http://www.hanzinc.com,경기도
한프,066110,컴퓨터 및 주변장치 제조업,OPC Drum,7/16/2002,12월,김형남,http://www.baiksanopc.co.kr,제주특별자치도
현대통신,039010,통신 및 방송 장비 제조업,홈오토메이션 제조,7/20/2000,12월,이건구,http://www.hyundaitel.com,서울특별시
홈센타홀딩스,060560,기타 금융업,"건축자재,레미콘",7/11/2002,12월,박 병 윤,http://www.home-center.co.kr,대구광역시
화진,134780,자동차 신품 부품 제조업,"우드그레인, IPE",8/10/2011,12월,권성우,http://hwajin-corp.com,경상북도
휴마시스,205470,의료용품 및 기타 의약 관련제품 제조업,체외진단키트,12/1/2014,12월,차정학,http://www.humasis.com,경기도
데이터스트림즈,199150,소프트웨어 개발 및 공급업,TeraStream,6/25/2014,12월,이영상,http://www.datastreams.co.kr,서울특별시
디지캡,197140,소프트웨어 개발 및 공급업,"콘텐츠 보안 솔루션, 방송서비스 솔루션, N-스크린 솔루션",5/30/2014,12월,한승우,http://www.digicaps.com,서울특별시
래몽래인,200350,"영화, 비디오물, 방송프로그램 제작 및 배급업",TV드라마제작,12/24/2014,12월,김동래,http://www.raemongraein.co.kr,서울특별시
메디쎄이,200580,의료용 기기 제조업,정형외과용 척추임플란트,10/20/2015,12월,장종욱,http://www.medyssey.co.kr,충청북도
비나텍,126340,전자부품 제조업,초고용량 커패시터,7/1/2013,12월,성도경,http://www.vina.co.kr,전라북도
시냅스엠,246830,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","OVP서비스, UGC서비스, OTT서비스",7/13/2016,12월,김덕조,http://www.scenappsm.com,서울특별시
씨앤에스링크,245450,통신 및 방송 장비 제조업,"내비게이션, LTE Router, 블랙박스",6/24/2016,12월,안상태,http://www.cns-link.co.kr,경기도
알로이스,271400,통신 및 방송 장비 제조업,위성 및 IPTV용 셋톱박스,7/7/2017,12월,권충식,http://www.aloys.co.kr,경기도
에프앤가이드,064850,금융 지원 서비스업,금융정보제공서비스(FnGuide.com),7/1/2013,12월,김군호,http://www.fnguide.com,서울특별시
에프엠에스,278990,전자부품 제조업,"차량용 AVN, 휴대폰 액세서리",10/31/2017,12월,변국연,http://cafeel.co.kr,경기도
엠앤씨생명과학,225860,기타 화학제품 제조업,"무합성화장품, 건강기능식품",4/25/2017,12월,조선도,http://www.mievls.co.kr,경기도
옐로페이,179720,소프트웨어 개발 및 공급업,전자지급결제 서비스,7/1/2013,12월,이성우,http://www.yelopay.com,서울특별시
오파스넷,173130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네크워크 통합 장비 및 솔루션,12/20/2016,12월,장수현,http://www.opasnet.co.kr,서울특별시
유비온,084440,기타 정보 서비스업,이러닝(E-Learning),1/21/2014,09월,임재환,http://ubion.co.kr,서울특별시
줌인터넷,229480,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","줌닷컴, 이글루스, 스윙브라우저 등",6/10/2016,12월,김우승,http://www.zuminternet.com,서울특별시
