"order_id","products"
1929370,"None"
1929416,"None"
1929447,"24852"
1929461,"13176 18514"
1929465,"None"
1929472,"35547"
1929541,"None"
1929577,"None"
1929613,"None"
1929678,"None"
1929742,"5450 24852 37145"
1929791,"None"
1929820,"None"
1929849,"5876 7649 14966 23737 26369 31717"
1929905,"13176 26369 37646"
1929934,"5077 47766"
1929935,"None"
1929965,"5876 13176 30489 33579 45066"
1929976,"13176 17725 39877"
1929991,"None"
1929997,"15902 16589 24852 28066 39877 45082"
1930086,"24024"
1930358,"24561 28021"
1930418,"None"
1930437,"21903"
1930438,"4793 24852"
1930441,"None"
1930473,"None"
1930476,"7413 39180 44632 45368"
1930516,"None"
1930552,"21137 22035 39275"
1930581,"9080 27104"
1930706,"5258 13176 19660 24062 27104"
1930760,"43352"
1930800,"None"
1930805,"13176"
1930862,"None"
1930879,"None"
1930896,"None"
1930900,"6184 17924 20940 46061"
1930945,"38739"
1930963,"None"
1930993,"24838"
1931040,"18439 27325 28572"
1931083,"36076"
1931117,"18394 23909 36691"
1931157,"None"
1931158,"8571 13176 29223"
1931180,"33754"
1931188,"None"
1931225,"None"
1931252,"12644 19660 27086 34197"
1931412,"4210 16797 24852 32259 33109 42625 47626"
1931477,"None"
1931514,"23909 28464 44799"
1931566,"432 8684 14134 28438 30257 35915"
1931676,"14947 24852"
1931698,"5708 24852"
1931710,"None"
1931725,"13176 17429 23594 25466"
1931841,"4796 4920 4962 5450 8277 11858 12614 21077 21137 21288 24852 30962 36011 42828 45763"
1931871,"18599 28593 38689 47439"
1931883,"None"
1931915,"5785 5876 8516 11140 11399 17530 19660 27966 32655 36695 40742 47025 47209 48453"
1931921,"19660 45603"
1931949,"24852"
1932004,"23909"
1932025,"None"
1932032,"24852"
1932071,"27845 28593"
1932124,"None"
1932134,"11029 11323 24852"
1932278,"2855 4210 28204"
1932286,"23763 33065"
1932384,"4920 10768 11499 22935 37947 44292"
1932387,"None"
1932410,"None"
1932487,"None"
1932553,"40777"
1932648,"22021 24852 42598 46817"
1932650,"24852"
1932704,"5785 21137 24852 25146 27966 30233 47546 48086"
1932781,"None"
1932818,"5785"
1932849,"None"
1932889,"16797 24852 27307 31981"
1932919,"5161 10814 13176 27104 30391 33120 45957 47209"
1932941,"29447"
1932988,"None"
1932999,"None"
1933014,"None"
1933083,"13176"
1933147,"None"
1933181,"27454 34213 47209"
1933263,"14992 24852"
1933291,"None"
1933309,"27845"
1933361,"None"
1933382,"11471"
1933418,"None"
1933507,"None"
1933532,"3849 46035"
1933556,"24852"
1933629,"21903 24852 48679"
1933704,"None"
1933710,"17872 21137 21479 28476 37067 40852 47209"
1933739,"None"
1933781,"15424"
1933867,"None"
1934058,"45504"
1934194,"8571"
1934237,"None"
1934398,"24852"
1934415,"6184 13176 13575 17313"
1934531,"6146 30391 35503 43086 47209"
1934622,"None"
1934731,"None"
1934776,"42972"
1934878,"35914"
1934904,"8436 13176 27509 31371 47766"
1934945,"None"
1935014,"None"
1935129,"21914 26629 33320"
1935142,"35503"
1935178,"None"
1935218,"24852"
1935222,"None"
1935261,"None"
1935262,"None"
1935271,"32403"
1935280,"43352"
1935296,"726 10121 18828 21137 21295 27104 30391 30784 37158 38293 39236 39642 47209 47717"
1935307,"25890"
1935308,"13176 17949"
1935310,"None"
1935319,"20127"
1935333,"13176"
1935359,"7199 13230 14444 19348 24838 24852 25706 40772 44475 44855"
1935407,"None"
1935438,"47766"
1935449,"None"
1935464,"None"
1935516,"None"
1935523,"16696 17663"
1935604,"None"
1935613,"16797"
1935645,"1199 7058 15290 34358 45504 47788"
1935661,"None"
1935705,"8048 13176 21137"
1935748,"12341 38768"
1935779,"13249 24852 38890 42450"
1935873,"None"
1936051,"None"
1936060,"None"
1936083,"None"
1936130,"None"
1936146,"None"
1936171,"None"
1936209,"15872 22935"
1936352,"25513 31487 45437"
1936359,"None"
1936573,"None"
1936622,"None"
1936683,"47209"
1936710,"8193 27030 45007 45965"
1936758,"16797 19691 34969 40706"
1936773,"None"
1936885,"None"
1937144,"21267"
1937241,"None"
1937282,"2094 14084 17794 24852 31605 39877"
1937300,"None"
1937357,"33198"
1937370,"None"
1937377,"None"
1937393,"None"
1937490,"17794 28373 42307"
1937536,"None"
1937564,"1337 7922 16387"
1937607,"None"
1937611,"13249 40723 47209"
1937634,"8490 10831 13176 13269 26131 37317 44786 47388"
1937666,"None"
1937688,"27845"
1937748,"21174 36685"
1937778,"21137"
1937865,"None"
1937871,"None"
1937883,"13176 21376 23909 27966 36988 39928"
1937937,"34568 41539"
1938043,"None"
1938106,"8424"
1938129,"8929 21903 43504 43772"
1938149,"30949"
1938165,"None"
1938247,"None"
1938314,"None"
1938341,"36186"
1938419,"None"
1938430,"None"
1938513,"None"
1938535,"18550"
1938540,"19660"
1938602,"None"
1938617,"None"
1938722,"None"
1938791,"24852"
1938824,"6799 24852 44085"
1938913,"25466 27847 47792"
1938928,"3880 10957 36476"
1939017,"7914"
1939039,"7188 13176 31635"
1939040,"13176 35267 39001 41787 43352"
1939102,"None"
1939167,"None"
1939238,"6583 9138 19677 19678 40171"
1939251,"None"
1939336,"None"
1939342,"4724 13176 21292 21903 22610 30827 33768 38768 38928 44683"
1939375,"5449 6182 20542"
1939498,"None"
1939531,"None"
1939533,"4210"
1939590,"24852 27845"
1939631,"2179 9438 14592 24852"
1939649,"7825 16703 21472 26138"
1939769,"None"
1939914,"32478 43154 46149"
1939985,"14371 27966"
1940009,"13166 48628"
1940056,"23909 45763 47896"
1940057,"11344"
1940083,"None"
1940107,"11422 44632"
1940111,"13176 14715 19660 38768"
1940127,"18465 21903 28985 47626"
1940181,"17924"
1940222,"13176"
1940275,"24852 30489 39199"
1940286,"35503 38275"
1940427,"47209"
1940429,"26644"
1940567,"None"
1940597,"13176"
1940629,"None"
1940653,"None"
1940663,"43154"
1940764,"9203 11777 15860 16797 19821 24852 34969 36724 44514 45116 47144 47380 48004"
1940789,"23765 24852"
1940797,"None"
1940811,"None"
1940828,"5258 11759"
1940831,"None"
1940868,"4565"
1940876,"2966 9623 21100 30304 33198 35623 38620"
1940905,"21137"
1940974,"130"
1941059,"None"
1941087,"4258"
1941120,"6656 6948 13176 33623"
1941131,"None"
1941143,"None"
1941199,"None"
1941208,"None"
1941214,"6184 13176"
1941224,"3896 10749 18465 25890 27104 36011 39877 49683"
1941252,"None"
1941268,"47626"
1941322,"None"
1941361,"24062 24561"
1941384,"41406"
1941434,"1559 8309 13176 21783 22124 24799 36865"
1941456,"None"
1941603,"48907"
1941660,"38768"
1941667,"24852"
1941730,"None"
1941738,"4663 5818 24852 27037 40534 43352 47990 48335"
1941778,"5077 9387 9838 10473 19691 24852 28993 31981 45066"
1941896,"651 5077 13176 14778 38689"
1941980,"None"
1942027,"8390 9292 41651"
1942044,"24852"
1942060,"12932 42479"
1942094,"17794 24852 31717 40604 44910"
1942302,"None"
1942327,"38768"
1942367,"None"
1942387,"5876 11520 11777 17594 17706 21903 24954 35914 37646 39928 47209"
1942432,"4920 4945 21903 24852 26346 45061 45066 47766"
1942538,"None"
1942564,"10831 12020 13176 21162 32018 32989"
1942576,"8518 42719"
1942601,"None"
1942681,"None"
1942761,"None"
1942795,"3066 3407 11073"
1942830,"None"
1942998,"None"
1943009,"None"
1943020,"6348 13176 13858 16154 16466 25138 27845 31657 38164 40982 43788 46352 47209"
1943073,"None"
1943186,"4799 8467 18531 27548 27845"
1943201,"37774"
1943253,"11069 18689 23165 25659 27104 30391 37687 40541 47734"
1943260,"None"
1943335,"None"
1943348,"29826 29874 48464"
1943401,"4724 5068 7862"
1943442,"11520"
1943457,"30489"
1943485,"None"
1943505,"None"
1943532,"6046 35234"
1943539,"None"
1943601,"None"
1943614,"2745 9120 16797 17678 26224 26861 34915 37250 43814 45064 49610"
1943739,"None"
1943759,"None"
1943762,"54 1346 4312 5566 5785 8187 10424 28204 31778 44944"
1943816,"None"
1943884,"None"
1943904,"20682 25949 33791 47660"
1943911,"None"
1943915,"21137"
1943917,"5438 12206 21560 39702 48171"
1943951,"26665 27243 34358 34499 34605 38557 39452 40873 43379 48364"
1944096,"None"
1944173,"12341"
1944223,"19660"
1944292,"8277 22825 24852 27288"
1944353,"47242"
1944379,"24852 47144"
1944388,"5450 11688 17243 25146 27247 33716 40706 46906 47144"
1944462,"24852"
1944481,"3856 5077"
1944568,"None"
1944592,"4210 25949"
1944675,"24852 43295"
1944760,"4920 5031 19691 23029 31127"
1944771,"13176"
1945004,"None"
1945037,"None"
1945129,"12658 27325"
1945135,"43394"
1945179,"None"
1945194,"None"
1945258,"21709 35221"
1945264,"48559"
1945268,"17794"
1945277,"19348"
1945325,"27730"
1945376,"None"
1945378,"32864"
1945383,"None"
1945427,"8467 13176 21903 22035 45210 49235"
1945444,"None"
1945446,"None"
1945499,"None"
1945529,"None"
1945532,"8277 10070 13176 36695 41963 43988 45007 47209"
1945597,"21938 27156 30440 31717 40173"
1945602,"24852 36776"
1945605,"5785 8021 12576 16262 21709 27086 35221 42828 44632 47144"
1945640,"48790 49492"
1945649,"None"
1945685,"10070 13176"
1945693,"24852 37646"
1945702,"2326 5450 6046 7521 11068 11576 16589 19213 21137 21737 22035 24518 24838 24852 25513 27845 41177 43122 43875 45066 45747"
1945749,"None"
1945750,"4600 24852 28946 45007 45106"
1945765,"24852 33589"
1945823,"35336"
1945840,"None"
1945924,"None"
1945957,"16965 21463"
1945958,"None"
1945981,"None"
1946013,"5479 5640 26959"
1946085,"46906"
1946130,"30489 45603"
1946133,"None"
1946194,"24852"
1946196,"None"
1946263,"13176"
1946297,"None"
1946300,"None"
1946339,"None"
1946351,"None"
1946355,"None"
1946374,"None"
1946424,"5785 10753 11777"
1946457,"None"
1946479,"6182 25466"
1946562,"None"
1946587,"None"
1946594,"4957 33754"
1946597,"13176"
1946682,"None"
1946691,"None"
1946701,"None"
1946712,"None"
1946726,"45504"
1946727,"34126 34329"
1946850,"None"
1946938,"None"
1946946,"4962 5479 38544 47766"
1946974,"24852 28465"
1947016,"4731 48142"
1947082,"None"
1947151,"13176 20842 21903"
1947192,"47209"
1947198,"38672 41594"
1947212,"None"
1947213,"18908 21267 23044 36144"
1947263,"None"
1947306,"None"
1947322,"13176"
1947464,"8048 19828 42265"
1947586,"None"
1947615,"45656"
1947626,"None"
1947671,"10957 16696"
1947672,"24852"
1947696,"47209"
1947742,"None"
1947746,"18272 21137 27845"
1947751,"14084 20754 28156 34969"
1947770,"16797"
1947771,"None"
1947810,"None"
1947896,"329 24852"
1947901,"None"
1947907,"4429 29388"
1948122,"11492"
1948164,"None"
1948457,"41290"
1948508,"18523"
1948533,"6347 12500"
1948598,"None"
1948641,"44632 47141"
1948645,"5212 10895 17461 18465 21137 21903 28204 41319 45445 47144"
1948673,"10518 13176 25598 27966 30776 48450 49235"
1948815,"None"
1948835,"9839 13176 14437 16759 18343 18564 21137 22935 28137 31502 33041 33787 35108 40171 40571 41950 45123 46720 47209"
1948842,"8277 13176"
1948843,"None"
1948845,"21614 29447"
1948977,"6297 10597 16616 25762 31766 41806 43394"
1949009,"None"
1949063,"7533 16797"
1949086,"None"
1949115,"13176 49235"
1949152,"26790"
1949227,"17469 20345"
1949259,"None"
1949266,"None"
1949278,"12341 13176 21137 22260 37147 37646"
1949301,"19660"
1949357,"32472 44827"
1949364,"4920"
1949391,"14761"
1949441,"None"
1949443,"26165 27629 36107"
1949445,"44085"
1949453,"13176 36869 44632 49318"
1949495,"None"
1949601,"27949 34050 47209"
1949603,"32141"
1949646,"13176"
1949669,"24186 28226 36216"
1949722,"22754 24852"
1949777,"311 1514 4873 9405 9932 18173 26510 28307 35616 36865 37875 45687 46327 46510 46513"
1949781,"4942 21903 24852 43875"
1949830,"None"
1949842,"None"
1949856,"None"
1949961,"5491"
1950083,"21137"
1950111,"21380 35135 39275"
1950179,"None"
1950215,"None"
1950245,"None"
1950281,"None"
1950296,"11520"
1950299,"12798 27845"
1950301,"4605 41920 44486 45084"
1950319,"None"
1950320,"None"
1950327,"12308 25518 30089 32015 38376 44149"
1950378,"26209 47626 47766"
1950385,"16797 32156"
1950408,"None"
1950425,"19348"
1950457,"8866 11087"
1950469,"34487"
1950593,"5077"
1950598,"8758 13176 21903"
1950610,"8490 13176 27966"
1950655,"None"
1950690,"8087 24852"
1950695,"44980"
1950698,"35951"
1950741,"5450 19677 27662 37067 42445"
1950786,"None"
1950810,"None"
1950825,"3318 24852 41787 46946 47626"
1950932,"17988 24852"
1950950,"39581 49235"
1950958,"4562 4920 7916 11777 13263 24852 39180 45066 47167 47209"
1951043,"14875 16797 23909 24852"
1951081,"13198 30489 38293"
1951126,"None"
1951135,"None"
1951147,"None"
1951152,"None"
1951177,"6887 8475 8859"
1951203,"None"
1951226,"None"
1951274,"2855 22935 26209"
1951281,"10032"
1951296,"21137 38689 47209"
1951385,"20632 27966"
1951402,"15950 25466 33731 40723"
1951437,"None"
1951462,"23102"
1951468,"24852"
1951478,"23165 34126"
1951485,"None"
1951510,"None"
1951514,"8174 13870 36157"
1951624,"None"
1951648,"32478"
1951657,"None"
1951670,"31865"
1951712,"23046 40277 47626"
1951836,"21267"
1951970,"27845"
1951980,"19057 28985 36127 41220"
1952016,"18564 20084 28535 46820 47209"
1952046,"None"
1952157,"21513"
1952196,"4957 9810 17316 21709 22124 24852 36161 41860"
1952257,"29447"
1952322,"7521 27845 47630"
1952332,"9666 21137 36983 39180 49235"
1952339,"None"
1952355,"None"
1952393,"27845"
1952402,"None"
1952447,"None"
1952543,"24852"
1952566,"None"
1952618,"None"
1952658,"10132 42564"
1952667,"37947"
1952709,"12013"
1952748,"17982"
1952764,"None"
1952785,"16797 32403"
1952821,"1463 7054 13166 40706"
1952894,"None"
1952948,"None"
1952983,"None"
1953028,"5785"
1953066,"None"
1953283,"13646 19053 24852 47209"
1953332,"1712 19443 46229"
1953334,"19660"
1953352,"24852 28058"
1953381,"None"
1953616,"None"
1953626,"None"
1953657,"8277 16797 19068 20082 21903 35221 47209"
1953660,"5785"
1953689,"None"
1953890,"None"
1953936,"31981"
1953959,"329 22035 25931 30489 35547"
1954019,"27325"
1954090,"None"
1954109,"4920"
1954130,"21903 47766"
1954184,"None"
1954291,"None"
1954326,"12341 18583"
1954440,"None"
1954515,"None"
1954557,"39812"
1954560,"4210 23909"
1954577,"None"
1954644,"11520 21462 41605"
1954733,"22024"
1954754,"None"
1954770,"287 6036 9387 15290"
1954776,"None"
1954786,"None"
1954880,"13176"
1954885,"3957 25931 47209"
1954939,"None"
1954954,"None"
1954990,"None"
1955002,"6104 21903 22035 22935 45504"
1955025,"None"
1955116,"None"
1955211,"1511 2825 8277 10132 11005 12099 14553 15630 21903 21938 22829 24891 33257 38274 40396 42265 42701 46260"
1955303,"4812 17319 21137 36149"
1955330,"13176 16797 21288 22507 43352"
1955386,"None"
1955391,"None"
1955402,"None"
1955423,"None"
1955496,"None"
1955512,"None"
1955518,"None"
1955622,"None"
1955631,"27325"
1955816,"30353"
1955836,"11520 24852 29071 39409 47209 47900 48857"
1955890,"1117"
1955917,"None"
1955932,"26209 30489 35951 36342 37687"
1955970,"24852 34126 45504"
1955976,"4828 11281 16965 31981 48527"
1956032,"None"
1956062,"7666 16696 19495 21067 21131 24852 26040 36274 39108 46842"
1956084,"None"
1956103,"None"
1956112,"None"
1956118,"8087 21709"
1956159,"16185 39107 40910 41828"
1956198,"None"
1956201,"None"
1956294,"20081"
1956309,"5612"
1956400,"None"
1956551,"13176"
1956557,"None"
1956710,"None"
1956723,"None"
1956740,"21938"
1956835,"27730"
1956837,"None"
1956871,"3999 28204 36214"
1956904,"1695 10673 14381"
1956923,"None"
1956942,"None"
1957010,"5785 6483 38762"
1957066,"16965 23288"
1957075,"None"
1957102,"None"
1957130,"6184 13575"
1957180,"None"
1957248,"30320"
1957277,"10114"
1957379,"None"
1957446,"4756 5194 8736 26738 27951 43154 44632 45636"
1957460,"None"
1957483,"None"
1957605,"None"
1957679,"49683"
1957693,"7781 12820"
1957732,"None"
1957736,"16642 46902"
1957739,"None"
1957797,"None"
1957800,"None"
1957826,"21137 24852 47766"
1957858,"3398 5785 24852 27086"
1957919,"14947"
1957954,"None"
1957960,"21137 23044"
1958015,"27966"
1958055,"None"
1958077,"8174 20842 32177"
1958105,"None"
1958148,"None"
1958212,"39863"
1958225,"42215"
1958328,"None"
1958330,"8193"
1958343,"8518 21938 35939 36550"
1958349,"6300 14947 40001 45448"
1958392,"329 37646 48628"
1958405,"None"
1958407,"4920 9634 10673 14146 24852 25443 29487 40348 41290 46656 47617 49610"
1958582,"1752 4085 17341 22454 32842 43631"
1958614,"30489"
1958625,"1443 39180"
1958664,"None"
1958680,"6361 21137"
1958727,"23909"
1958765,"None"
1958803,"19057 24852"
1958868,"None"
1958892,"None"
1958968,"None"
1959013,"40287"
1959024,"13176 16262 47209"
1959101,"None"
1959163,"21043"
1959202,"None"
1959276,"35221"
1959348,"None"
1959469,"13176 14999 19057 22963 31766 41665 41771 43772"
1959529,"27845"
1959567,"1069 23763 34534 34986"
1959573,"None"
1959578,"17825"
1959593,"None"
1959617,"None"
1959644,"None"
1959667,"13176 21137 24024"
1959759,"7676 20869"
1959771,"14947"
1959858,"13176 19057 49683"
1959908,"21938 45007"
1959915,"None"
1959961,"None"
1959996,"432"
1960088,"5250 11688 22227 23579 33716 47717"
1960114,"24852"
1960135,"None"
1960179,"9623 13245"
1960212,"5785 19180 44632"
1960254,"None"
1960267,"15984 38312 48220"
1960287,"None"
1960302,"5161 25020"
1960310,"24852"
1960357,"None"
1960369,"None"
1960428,"7503 8261 8385 13712 37508"
1960471,"None"
1960503,"None"
1960666,"46667"
1960699,"None"
1960814,"42450"
1960876,"8859 13176 35951"
1960882,"None"
1960883,"None"
1960909,"None"
1960955,"None"
1961235,"None"
1961241,"18610"
1961266,"7669 24184 27086 35328 37646"
1961277,"1940 5077 28745"
1961313,"19348"
1961320,"8518 10749 24852 39190 43961 45066"
1961343,"None"
1961379,"None"
1961427,"36011"
1961440,"None"
1961467,"13176"
1961495,"None"
1961576,"46906"
1961648,"27521 47209"
1961711,"27966"
1961712,"1940 35547 37665 47766"
1961735,"4793 5785 6532 17949 24561 34243 38827"
1961752,"None"
1961753,"13176"
1961831,"None"
1961850,"None"
1961908,"None"
1961943,"23288"
1961996,"40612"
1962056,"None"
1962188,"38928"
1962219,"None"
1962251,"16797"
1962292,"None"
1962314,"13176 47209"
1962322,"None"
1962337,"None"
1962375,"4778 5077 11983 17417 34519"
1962484,"5161"
1962514,"None"
1962564,"3283 18288 36606"
1962577,"24852"
1962643,"None"
1962886,"10337 10605 24838 24852 40310 48220"
1962917,"None"
1962980,"11520 13176 21903 32566 35914 41716 45603"
1962999,"None"
1963004,"4799"
1963071,"None"
1963087,"5450 23576"
1963183,"19145 30949"
1963202,"None"
1963225,"None"
1963248,"5207 39464"
1963321,"24852"
1963342,"22959 24852"
1963347,"None"
1963352,"None"
1963411,"21137 26604"
1963445,"15290 20842 21903 24852 25330 28553 30489 31371 37687 44257 45603 48559"
1963520,"22124 23288 44666"
1963524,"None"
1963821,"None"
1963849,"8571 16797"
1963850,"5161 7963 24852 27845"
1963860,"None"
1963873,"None"
1963893,"22849"
1963900,"None"
1963993,"5450 15050 17794"
1964017,"6187 41844"
1964079,"24852"
1964108,"3063 7350 7521 26209 27845 35065"
1964123,"None"
1964134,"21288"
1964158,"27845"
1964193,"None"
1964266,"46226"
1964277,"3896 13176 38689"
1964355,"None"
1964383,"11543 45066"
1964484,"37022 47209"
1964515,"None"
1964620,"4942 12888 15070 17948 48720"
1964690,"43621"
1964713,"None"
1964741,"33000"
1964754,"2708 5385 17758"
1964760,"None"
1964771,"None"
1964794,"None"
1964805,"26047 27511"
1964913,"None"
1964915,"10148"
1965104,"None"
1965145,"None"
1965187,"45185"
1965241,"7315 7948 13176 19678 38693 39558 43394 45007 47209"
1965259,"None"
1965261,"None"
1965268,"7911 8277 20574 29370 31433 36011"
1965274,"None"
1965300,"4317 4605 16797 17634 20919 21019 21330 24852 25804 31188 37147 37766 39408 44142"
1965335,"1463 9292 24852 38689 47209"
1965359,"None"
1965394,"None"
1965407,"6184 13575"
1965741,"None"
1965796,"None"
1965820,"32403"
1965829,"None"
1965847,"None"
1965933,"None"
1965958,"None"
1966019,"None"
1966072,"None"
1966079,"13626 17769 35900"
1966112,"None"
1966155,"None"
1966309,"24852 33845"
1966343,"None"
1966408,"16797 17207"
1966416,"None"
1966447,"None"
1966520,"39180"
1966532,"19057 24241 28439"
1966535,"10851 39031"
1966588,"None"
1966599,"None"
1966615,"10054 13783 26006 27472 29502 30824 39758 40600"
1966634,"None"
1966753,"None"
1966780,"None"
1966781,"None"
1966864,"24852 48871"
1966875,"None"
1966947,"9405 34050"
1966948,"3457 5479"
1966973,"9839 14129 21709 27470 27521 32655 47626"
1967028,"45113"
1967055,"1940 3146 5077 16797 33548"
1967070,"14992 27730 40723"
1967153,"35951"
1967178,"8834 24799 47086 47766"
1967263,"None"
1967376,"14084"
1967397,"8174"
1967415,"21903 37182"
1967444,"8659 12756 19057"
1967451,"9120 14399 17341 21497 27246 44457"
1967559,"None"
1967710,"None"
1967721,"None"
1967722,"19348 24852 28745 29603 30850 35383 35503 41844 47766"
1967732,"33198"
1967757,"7521 17183 34993 36724"
1967773,"21709 26856"
1967775,"18465"
1967897,"23594 40174"
1967907,"32436 45007"
1967970,"None"
1967978,"4605 11182 12020 13176 17183 17758 22470 32989 39947 47209"
1967999,"1117 2668 16185 21351 22598 28204 32851 36956 45005 45279 45321 46654"
1968055,"None"
1968062,"None"
1968067,"44632"
1968103,"2086"
1968160,"2966"
1968308,"24123 24985"
1968323,"None"
1968348,"2855"
1968364,"39947"
1968405,"1402 3873 4486 6585 10339 11538 12240 17530 48453"
1968467,"5258 21386"
1968551,"36316"
1968624,"24852"
1968668,"None"
1968729,"29071"
1968732,"None"
1968779,"None"
1968785,"39121 47526"
1968803,"5785 21137 24852 30233 38311 47209"
1968912,"26209"
1968956,"27325 29373"
1969023,"None"
1969133,"4663 13646 24852 35688"
1969169,"None"
1969172,"5120 7175 26317 32869 33458 35803 36149 39448 40910"
1969215,"None"
1969261,"26914 38689"
1969326,"47672"
1969355,"None"
1969394,"2855"
1969547,"24852 40571"
1969562,"16826 24852 49235"
1969638,"22886 43434"
1969645,"48577"
1969659,"None"
1969699,"None"
1969705,"13176 43154"
1969730,"10749 27548 27845"
1969768,"None"
1969878,"None"
1969880,"45 1244 11140 11440 12384 24852 40852 46969"
1969922,"15895"
1969929,"5612 12016 13176 15649 18660 34126"
1970004,"4472 13176 15386 21267 22963 40723"
1970196,"None"
1970198,"3661 4821 13870 24518 24852 27730 34969 36076 47766"
1970216,"31102"
1970262,"21903"
1970263,"21903 32403"
1970363,"None"
1970364,"None"
1970370,"None"
1970396,"24024 47766"
1970408,"None"
1970423,"10831 40545"
1970457,"4210 8087 21267 46584 47912"
1970520,"None"
1970525,"None"
1970644,"47766"
1970690,"21137 49235"
1970723,"13176 21903 24954 45578"
1970797,"None"
1970848,"None"
1970865,"13176"
1970899,"1940 10326 39275"
1970909,"6383 9018 9422 21573 28449 28554 34969 36058 41290 41414 43961 44706 47144 48626"
1970964,"17835 26209"
1971000,"None"
1971125,"None"
1971147,"24852"
1971331,"12395 12456 24852 47766"
1971367,"46149"
1971395,"12341 30827 32478"
1971471,"13176"
1971475,"None"
1971498,"25995"
1971586,"30489 47766"
1971624,"None"
1971668,"None"
1971714,"None"
1971722,"27325 42958 47209"
1971801,"None"
1971820,"None"
1971826,"13176 49610"
1971863,"43744 49235"
1971915,"None"
1971988,"None"
1972037,"11777"
1972088,"33454 34217 39041 47611"
1972185,"None"
1972186,"21709 35951"
1972310,"23909"
1972318,"6347 35503"
1972364,"19660"
1972424,"None"
1972431,"None"
1972439,"None"
1972443,"49192"
1972444,"35652"
1972475,"21267"
1972509,"None"
1972580,"3957 5077 42828"
1972632,"7781 24759 46175"
1972650,"19893 27247"
1972712,"31981 40403"
1972763,"4210"
1972917,"4796 8174 13176 26209 27966 37646"
1972970,"7156"
1973009,"19006"
1973015,"13176 43352"
1973022,"24852"
1973050,"15160 37849 40486 44042"
1973095,"None"
1973112,"None"
1973228,"20082 24852 34050"
1973257,"None"
1973350,"None"
1973450,"27966"
1973514,"None"
1973613,"20298"
1973693,"37070"
1973721,"None"
1973780,"None"
1973789,"None"
1973882,"4957 5479 47890"
1973980,"11512"
1974106,"20842 27966"
1974112,"None"
1974154,"None"
1974195,"None"
1974236,"None"
1974310,"13176"
1974337,"5785 35958"
1974416,"10305 35543"
1974436,"35842"
1974460,"1217"
1974648,"None"
1974649,"7598 19057 23288 47830"
1974668,"3765 26651"
1974731,"5068 7987 16953"
1974787,"None"
1974791,"13176 20995 21872 25195"
1974812,"11008 17615 22610 29315 29830"
1974860,"None"
1974861,"2228 14764 17949 21174 21614 29447 33037 34668"
1974952,"None"
1974972,"8467 11005 21267 27086 30561 42443"
1975008,"None"
1975077,"21137 24852"
1975228,"None"
1975291,"None"
1975317,"6075 8204 16341 17637 19584 21026 21701 26172 47931"
1975418,"None"
1975500,"None"
1975502,"27086"
1975521,"None"
1975571,"9825 11440 18531 24852 25890 27344 27845 42450"
1975645,"None"
1975647,"None"
1975658,"None"
1975699,"24082"
1975774,"18564"
1975809,"None"
1975834,"None"
1975964,"10753 17847 24852 40541"
1975969,"None"
1975978,"21903"
1976004,"4210 11520 41213"
1976039,"None"
1976113,"9411"
1976171,"23296 33548 44156"
1976271,"None"
1976274,"37552"
1976302,"None"
1976326,"6361 26683 49235"
1976462,"None"
1976555,"None"
1976566,"12572 17915 27750 47209"
1976661,"24852"
1976688,"39360 47877 47977"
1976703,"None"
1976851,"32211"
1976861,"None"
1976933,"None"
1977052,"162"
1977065,"16083"
1977114,"None"
1977117,"12916 20842 27730"
1977123,"6489 25108 37646"
1977145,"11452 16262 31720 32553 43465"
1977215,"4210"
1977263,"329 12341"
1977295,"42719"
1977338,"26209"
1977359,"7681"
1977367,"None"
1977374,"21137"
1977401,"None"
1977457,"None"
1977493,"41220"
1977520,"14218"
1977565,"48186"
1977581,"None"
1977588,"None"
1977625,"None"
1977632,"None"
1977655,"5077 21137 21616 24852 27307 46820"
1977657,"23879 24852 38689"
1977659,"13176 21137"
1977674,"23909"
1977681,"None"
1977728,"19894 30776 48559"
1978020,"24852"
1978039,"2086 3957 5785 8277 13176 19660 21137 33198"
1978048,"23341"
1978065,"None"
1978067,"6347 24852 44632"
1978119,"2091 2480 19057 25659 31504"
1978121,"None"
1978157,"None"
1978160,"None"
1978264,"None"
1978288,"5077 38672"
1978303,"6948"
1978347,"None"
1978348,"28851"
1978366,"None"
1978446,"13176"
1978448,"None"
1978500,"None"
1978532,"None"
1978602,"None"
1978677,"None"
1978693,"None"
1978695,"7139 45448"
1978701,"196 10258 12341 13042 13591 17207 20955 31651 37710 38928 45128"
1978811,"None"
1978956,"None"
1979044,"35951"
1979076,"8475"
1979120,"49235"
1979224,"24852"
1979229,"None"
1979235,"None"
1979401,"11352 13166 21903 24852 27471 30117 35951 40469 47209"
1979424,"None"
1979590,"None"
1979603,"13176"
1979652,"None"
1979656,"13884"
1979661,"22935 30391"
1979672,"27086"
1979817,"4472"
1979834,"None"
1979842,"None"
1979855,"24852 27966"
1979890,"None"
1979930,"None"
1979993,"None"
1980018,"35123"
1980043,"None"
1980190,"10714 24852 33716"
1980192,"16965 27622 29463 49126"
1980194,"7189"
1980304,"32465 37213"
1980364,"29993"
1980389,"10918"
1980392,"None"
1980399,"21150"
1980595,"29344"
1980631,"13575"
1980635,"20082 20842 25146 45066"
1980772,"13176 16797"
1981022,"4947 32747"
1981035,"21137"
1981175,"1219 9076 13194 21144 27966 45279"
1981195,"None"
